2010-12-17 00:00:00,15.0,11.8,29.67,NW,319,0.0,0.0,87,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:01:00,14.9,12.0,29.67,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:06:00,14.9,12.0,29.67,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:07:00,14.8,11.9,29.67,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:11:00,14.8,11.9,29.67,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:12:00,14.7,11.8,29.67,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:17:00,14.6,11.7,29.67,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:18:00,14.6,11.7,29.67,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:22:00,14.6,11.7,29.67,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:23:00,14.5,11.6,29.67,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:24:00,14.5,11.6,29.67,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:29:00,14.4,11.5,29.68,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:34:00,14.3,11.4,29.68,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:39:00,14.2,11.3,29.68,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:40:00,14.2,11.3,29.68,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:45:00,14.1,11.2,29.68,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:46:00,14.1,11.2,29.68,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:51:00,14.0,11.1,29.68,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:54:00,13.9,11.0,29.68,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:56:00,13.9,11.0,29.68,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:57:00,13.9,11.0,29.68,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 00:59:00,13.8,10.9,29.68,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 01:01:00,13.8,10.9,29.68,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 01:04:00,13.7,10.8,29.68,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 01:05:00,13.7,10.8,29.68,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 01:09:00,13.6,10.7,29.68,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 01:10:00,13.6,10.7,29.68,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 01:14:00,13.5,10.6,29.69,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 01:15:00,13.5,10.6,29.69,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 01:20:00,13.4,10.5,29.69,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 01:21:00,13.4,10.5,29.69,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 01:26:00,13.3,10.4,29.69,NW,319,0.0,0.0,88,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 01:27:00,13.3,10.7,29.69,NW,319,0.0,0.0,89,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 01:31:00,13.3,10.7,29.69,NW,319,0.0,0.0,89,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 01:36:00,13.2,10.6,29.69,NW,319,0.0,0.0,89,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 01:41:00,13.1,10.5,29.69,NW,319,0.0,0.0,89,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 01:42:00,13.1,10.5,29.69,NW,319,0.0,0.0,89,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 01:47:00,13.0,10.4,29.69,NW,319,0.0,0.0,89,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 01:49:00,13.0,10.4,29.69,NW,319,0.0,0.0,89,0.00,,CLR,0.00,VWS V14.00,
2010-12-17 01:52:00,12.9,10.3,29.69,NW,319,0.0,0.0,89,0.00,,CLR,0.00,VWS V14.00,
