2010-11-03,00:00:00,36.5,33.6,30.12,West,270,0.0,0.0,89,0.00,,,0.00,meteohub,
2010-11-03,00:01:00,36.5,33.6,30.12,West,270,0.0,0.0,89,0.00,,,0.00,meteohub,
2010-11-03,00:03:00,36.5,33.6,30.12,West,270,0.0,0.0,89,0.00,,,0.00,meteohub,
2010-11-03,00:08:00,36.1,33.3,30.12,West,270,0.0,0.0,89,0.00,,,0.00,meteohub,
2010-11-03,00:13:00,36.0,33.3,30.12,West,270,0.0,0.0,90,0.00,,,0.00,meteohub,
2010-11-03,00:19:00,35.8,33.1,30.09,West,270,0.0,0.0,90,0.00,,,0.00,meteohub,
2010-11-03,00:24:00,35.8,33.1,30.09,West,270,0.0,0.0,90,0.00,,,0.00,meteohub,
2010-11-03,00:29:00,35.6,33.3,30.09,West,270,0.0,0.0,91,0.00,,,0.00,meteohub,
2010-11-03,00:34:00,35.6,32.9,30.09,West,270,0.0,0.0,90,0.00,,,0.00,meteohub,
2010-11-03,00:39:00,35.4,33.1,30.09,West,270,0.0,0.0,91,0.00,,,0.00,meteohub,
2010-11-03,00:45:00,35.1,32.7,30.09,West,270,0.0,0.0,91,0.00,,,0.00,meteohub,
2010-11-03,00:50:00,35.1,32.7,30.09,West,270,0.0,0.0,91,0.00,,,0.00,meteohub,
2010-11-03,00:55:00,35.1,32.7,30.09,West,270,0.0,0.0,91,0.00,,,0.00,meteohub,
2010-11-03,01:00:00,34.9,32.7,30.06,West,270,0.0,0.0,92,0.00,,,0.00,meteohub,
2010-11-03,01:05:00,34.7,32.4,30.06,West,270,0.0,0.0,91,0.00,,,0.00,meteohub,
2010-11-03,01:11:00,34.9,32.5,30.06,WNW,292,0.0,0.0,91,0.00,,,0.00,meteohub,
2010-11-03,01:16:00,34.9,32.5,30.06,WNW,292,0.0,1.0,91,0.00,,,0.00,meteohub,
2010-11-03,01:21:00,35.1,32.9,30.06,West,270,0.0,2.0,92,0.00,,,0.00,meteohub,
2010-11-03,01:26:00,35.4,33.3,30.06,NW,315,1.0,2.0,92,0.00,,,0.00,meteohub,
2010-11-03,01:31:00,35.6,33.4,30.06,West,270,0.0,2.0,92,0.00,,,0.00,meteohub,
2010-11-03,01:37:00,35.6,33.3,30.06,WNW,292,0.0,2.0,91,0.00,,,0.00,meteohub,
2010-11-03,01:42:00,35.6,33.4,30.06,WNW,292,0.0,2.0,92,0.00,,,0.00,meteohub,
2010-11-03,01:47:00,35.6,33.4,30.06,West,270,0.0,2.0,92,0.00,,,0.00,meteohub,
2010-11-03,01:52:00,35.6,33.4,30.06,WNW,292,1.0,2.0,92,0.00,,,0.00,meteohub,
2010-11-03,01:57:00,35.8,33.6,30.06,West,270,0.0,2.0,92,0.00,,,0.00,meteohub,
2010-11-03,02:02:00,35.8,33.6,30.06,West,270,1.0,3.0,92,0.00,,,0.00,meteohub,
2010-11-03,02:07:00,35.8,33.6,30.06,West,270,0.0,3.0,92,0.00,,,0.00,meteohub,
2010-11-03,02:12:00,35.8,33.6,30.06,West,270,0.0,2.0,92,0.00,,,0.00,meteohub,
2010-11-03,02:17:00,35.8,33.6,30.06,West,270,0.0,2.0,92,0.00,,,0.00,meteohub,
2010-11-03,02:22:00,35.8,33.6,30.06,WNW,292,1.0,1.0,92,0.00,,,0.00,meteohub,
2010-11-03,02:27:00,35.8,33.6,30.06,WNW,292,0.0,2.0,92,0.00,,,0.00,meteohub,
2010-11-03,02:32:00,35.6,33.4,30.09,WNW,292,0.0,2.0,92,0.00,,,0.00,meteohub,
2010-11-03,02:37:00,35.4,33.6,30.09,WNW,292,0.0,2.0,93,0.00,,,0.00,meteohub,
2010-11-03,02:42:00,35.1,33.3,30.09,WNW,292,0.0,0.0,93,0.00,,,0.00,meteohub,
2010-11-03,02:47:00,34.9,33.1,30.06,WNW,292,0.0,0.0,93,0.00,,,0.00,meteohub,
2010-11-03,02:52:00,34.7,32.9,30.06,WNW,292,0.0,0.0,93,0.00,,,0.00,meteohub,
2010-11-03,02:57:00,34.5,32.7,30.06,WNW,292,0.0,0.0,93,0.00,,,0.00,meteohub,
