2010-12-13,00:00:00,54.3,53.8,29.20,ESE,112,2.0,6.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:01:00,54.3,53.8,29.20,East,90,3.0,6.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:02:00,54.3,53.8,29.20,ESE,112,3.0,6.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:07:00,54.5,54.0,29.20,ESE,112,4.0,6.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:08:00,54.5,54.0,29.20,ENE,68,2.0,6.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:13:00,54.5,54.0,29.17,East,90,3.0,6.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:14:00,54.5,54.0,29.17,ESE,112,2.0,6.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:19:00,54.5,54.0,29.17,East,90,2.0,7.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:20:00,54.5,54.0,29.17,ENE,68,2.0,7.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:24:00,54.5,54.0,29.17,ESE,112,2.0,7.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:25:00,54.5,54.0,29.17,ESE,112,2.0,7.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:30:00,54.5,54.0,29.17,SSE,158,3.0,7.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:31:00,54.5,54.0,29.17,SSE,158,3.0,7.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:32:00,54.5,54.0,29.17,ENE,68,4.0,7.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:34:00,54.7,54.1,29.17,East,90,3.0,7.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:37:00,54.7,54.1,29.17,ESE,112,3.0,7.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:39:00,54.5,54.0,29.17,East,90,1.0,7.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:41:00,54.5,54.0,29.17,SW,225,0.0,4.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:44:00,54.5,54.0,29.17,East,90,2.0,4.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:45:00,54.5,54.0,29.17,East,90,3.0,4.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:46:00,54.5,54.0,29.17,NE,45,3.0,5.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:50:00,54.5,54.0,29.17,NNE,22,0.0,5.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:51:00,54.5,54.0,29.17,NE,45,3.0,5.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:52:00,54.5,54.0,29.17,ENE,68,2.0,5.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:53:00,54.7,54.1,29.17,East,90,1.0,5.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:56:00,54.7,54.1,29.17,East,90,1.0,5.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,00:57:00,54.7,54.1,29.17,East,90,2.0,5.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:00:00,54.9,54.3,29.17,ENE,68,5.0,5.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:02:00,55.0,54.5,29.17,SSE,158,4.0,5.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:03:00,55.0,54.5,29.17,NW,315,3.0,5.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:07:00,55.0,54.5,29.17,NE,45,2.0,6.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:08:00,55.0,54.5,29.17,SSE,158,4.0,6.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:12:00,54.9,54.3,29.17,NE,45,3.0,6.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:14:00,54.9,54.3,29.17,East,90,1.0,6.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:17:00,55.0,54.5,29.17,West,270,1.0,6.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:18:00,54.9,54.3,29.17,SE,135,1.0,6.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:20:00,54.9,54.3,29.17,SSW,202,1.0,4.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:24:00,54.9,54.3,29.17,West,270,1.0,4.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:25:00,54.9,54.3,29.17,North,0,0.0,4.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:26:00,54.9,54.3,29.17,North,0,0.0,4.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:27:00,54.9,54.3,29.17,ESE,112,2.0,4.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:31:00,54.7,54.1,29.17,ENE,68,2.0,3.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:33:00,54.7,54.1,29.17,NE,45,1.0,3.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:34:00,54.7,54.1,29.17,ENE,68,2.0,3.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:37:00,54.7,54.1,29.17,East,90,2.0,3.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:39:00,54.9,54.3,29.17,ENE,68,3.0,3.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:44:00,54.7,54.1,29.14,ESE,112,3.0,6.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:45:00,54.7,54.1,29.14,SSE,158,0.0,6.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:46:00,54.5,54.0,29.14,SSE,158,0.0,6.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:51:00,54.5,54.0,29.14,WSW,248,2.0,6.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:52:00,54.5,54.0,29.14,SE,135,1.0,6.0,98,-99.99,,,-99.99,meteohub,
2010-12-13,01:53:00,54.5,54.0,29.14,WNW,292,1.0,6.0,98,-99.99,,,-99.99,meteohub,
