2010-01-16,00:00:00,34.3,21.9,30.09,WSW,248,1.0,5.0,60,0.00,,,0.00,meteohub,
2010-01-16,00:01:00,34.3,21.9,30.09,WSW,248,0.0,5.0,60,0.00,,,0.00,meteohub,
2010-01-16,00:02:00,34.3,21.9,30.09,WNW,292,2.0,5.0,60,0.00,,,0.00,meteohub,
2010-01-16,00:07:00,33.8,21.4,30.06,WNW,292,1.0,5.0,60,0.00,,,0.00,meteohub,
2010-01-16,00:13:00,33.6,21.2,30.06,WNW,292,2.0,5.0,60,0.00,,,0.00,meteohub,
2010-01-16,00:18:00,33.6,21.6,30.06,WNW,292,2.0,4.0,61,0.00,,,0.00,meteohub,
2010-01-16,00:23:00,33.6,21.6,30.06,WSW,248,2.0,4.0,61,0.00,,,0.00,meteohub,
2010-01-16,00:28:00,33.4,21.6,30.06,West,270,1.0,4.0,61,0.00,,,0.00,meteohub,
2010-01-16,00:33:00,32.9,20.7,30.06,WSW,248,0.0,4.0,60,0.00,,,0.00,meteohub,
2010-01-16,00:39:00,32.5,20.7,30.09,WSW,248,0.0,4.0,61,0.00,,,0.00,meteohub,
2010-01-16,00:44:00,32.4,20.5,30.09,WSW,248,1.0,3.0,61,0.00,,,0.00,meteohub,
2010-01-16,00:49:00,32.2,20.3,30.09,WNW,292,2.0,3.0,61,0.00,,,0.00,meteohub,
2010-01-16,00:54:00,31.8,20.3,30.09,WNW,292,2.0,3.0,62,0.00,,,0.00,meteohub,
2010-01-16,00:59:00,31.8,20.3,30.09,West,270,0.0,3.0,62,0.00,,,0.00,meteohub,
2010-01-16,01:05:00,31.6,20.5,30.09,WSW,248,3.0,3.0,63,0.00,,,0.00,meteohub,
2010-01-16,01:10:00,31.5,20.3,30.06,West,270,0.0,3.0,63,0.00,,,0.00,meteohub,
2010-01-16,01:15:00,31.1,19.6,30.06,West,270,0.0,3.0,62,0.00,,,0.00,meteohub,
2010-01-16,01:20:00,30.2,19.2,30.06,West,270,0.0,1.0,63,0.00,,,0.00,meteohub,
2010-01-16,01:25:00,30.2,19.2,30.06,SSW,202,2.0,2.0,63,0.00,,,0.00,meteohub,
2010-01-16,01:31:00,29.7,19.0,30.06,SSW,202,0.0,2.0,64,0.00,,,0.00,meteohub,
2010-01-16,01:36:00,28.9,18.7,30.06,SSW,202,0.0,2.0,65,0.00,,,0.00,meteohub,
2010-01-16,01:41:00,28.4,18.5,30.06,SSW,202,0.0,2.0,66,0.00,,,0.00,meteohub,
2010-01-16,01:46:00,28.0,18.5,30.06,SSW,202,0.0,0.0,67,0.00,,,0.00,meteohub,
2010-01-16,01:51:00,27.7,18.5,30.06,SSW,202,0.0,0.0,68,0.00,,,0.00,meteohub,
2010-01-16,01:57:00,27.7,18.1,30.06,SSW,202,0.0,1.0,67,0.00,,,0.00,meteohub,
2010-01-16,02:02:00,27.5,18.7,30.06,SSW,202,0.0,1.0,69,0.00,,,0.00,meteohub,
2010-01-16,02:07:00,27.1,18.7,30.06,SSW,202,0.0,1.0,70,0.00,,,0.00,meteohub,
2010-01-16,02:12:00,26.8,18.3,30.03,SSW,202,0.0,0.0,70,0.00,,,0.00,meteohub,
2010-01-16,02:17:00,26.6,18.5,30.03,SSW,202,0.0,0.0,71,0.00,,,0.00,meteohub,
2010-01-16,02:22:00,26.6,18.5,30.03,SSW,202,0.0,0.0,71,0.00,,,0.00,meteohub,
2010-01-16,02:27:00,26.8,18.3,30.06,SSW,202,0.0,1.0,70,0.00,,,0.00,meteohub,
2010-01-16,02:32:00,26.8,18.7,30.06,SW,225,1.0,2.0,71,0.00,,,0.00,meteohub,
2010-01-16,02:37:00,26.8,19.0,30.06,WSW,248,0.0,2.0,72,0.00,,,0.00,meteohub,
2010-01-16,02:42:00,26.6,19.2,30.06,WSW,248,0.0,2.0,73,0.00,,,0.00,meteohub,
2010-01-16,02:47:00,26.4,18.7,30.06,WSW,248,0.0,1.0,72,0.00,,,0.00,meteohub,
2010-01-16,02:52:00,26.2,18.9,30.06,WSW,248,0.0,0.0,73,0.00,,,0.00,meteohub,
2010-01-16,02:57:00,26.2,19.0,30.06,WSW,248,0.0,0.0,74,0.00,,,0.00,meteohub,
2010-01-16,03:02:00,26.2,19.0,30.06,WSW,248,0.0,0.0,74,0.00,,,0.00,meteohub,
2010-01-16,03:07:00,25.9,19.0,30.06,WSW,248,0.0,0.0,75,0.00,,,0.00,meteohub,
2010-01-16,03:12:00,25.5,18.7,30.06,WSW,248,0.0,0.0,75,0.00,,,0.00,meteohub,
