2010-07-31,00:00:00,66.9,55.2,29.91,West,270,0.0,2.0,66,0.00,,,0.00,meteohub,
2010-07-31,00:02:00,66.7,55.0,29.91,West,270,0.0,2.0,66,0.00,,,0.00,meteohub,
2010-07-31,00:07:00,66.6,56.1,29.91,WSW,248,1.0,2.0,69,0.00,,,0.00,meteohub,
2010-07-31,00:12:00,66.6,56.1,29.94,WSW,248,0.0,3.0,69,0.00,,,0.00,meteohub,
2010-07-31,00:17:00,66.2,55.8,29.94,West,270,1.0,3.0,69,0.00,,,0.00,meteohub,
2010-07-31,00:22:00,65.8,56.1,29.94,West,270,0.0,3.0,71,0.00,,,0.00,meteohub,
2010-07-31,00:27:00,65.5,56.3,29.94,West,270,0.0,2.0,72,0.00,,,0.00,meteohub,
2010-07-31,00:33:00,65.1,56.3,29.94,West,270,0.0,2.0,73,0.00,,,0.00,meteohub,
2010-07-31,00:38:00,64.8,56.3,29.94,West,270,0.0,0.0,74,0.00,,,0.00,meteohub,
2010-07-31,00:43:00,64.4,56.3,29.94,West,270,0.0,0.0,75,0.00,,,0.00,meteohub,
2010-07-31,00:48:00,64.2,56.5,29.94,West,270,0.0,0.0,76,0.00,,,0.00,meteohub,
2010-07-31,00:53:00,63.9,56.1,29.94,West,270,0.0,0.0,76,0.00,,,0.00,meteohub,
2010-07-31,00:59:00,63.7,56.3,29.94,West,270,0.0,0.0,77,0.00,,,0.00,meteohub,
2010-07-31,01:04:00,63.5,56.5,29.94,West,270,0.0,0.0,78,0.00,,,0.00,meteohub,
2010-07-31,01:09:00,63.3,56.7,29.94,West,270,0.0,0.0,79,0.00,,,0.00,meteohub,
2010-07-31,01:14:00,63.1,56.8,29.94,West,270,0.0,0.0,80,0.00,,,0.00,meteohub,
2010-07-31,01:19:00,63.0,56.7,29.94,West,270,0.0,0.0,80,0.00,,,0.00,meteohub,
2010-07-31,01:25:00,63.0,57.0,29.94,West,270,0.0,0.0,81,0.00,,,0.00,meteohub,
2010-07-31,01:35:00,62.6,57.0,29.94,West,270,0.0,0.0,82,0.00,,,0.00,meteohub,
2010-07-31,01:45:00,62.6,57.0,29.94,West,270,0.0,0.0,82,0.00,,,0.00,meteohub,
2010-07-31,01:51:00,62.2,57.0,29.94,West,270,0.0,0.0,83,0.00,,,0.00,meteohub,
2010-07-31,01:56:00,62.2,57.0,29.94,West,270,0.0,0.0,83,0.00,,,0.00,meteohub,
