0,SSW
0,SE
0,S
0,ENE
0,SE
0,SSE
0,NW
0,S
0,E
0,NW
0,NNE
0,W
0,WNW
0,SSE
0,SSE
0,SW
0,SW
0,W
0,SE
0,SSW
0,SW
0,SSW
0,W
0,NNE
0,NNW
0,SSW
0,WSW
0,SSW
0,NNW
0,N
0,NNW
0,S
0,ENE
0,WSW
0,NNW
0,SE
0,SE
0,ENE
0,NE
0,NE
0,ENE
2.6,SSW
0,E
0,N
0,SE
1.3,SSE
3.5,SSE
0,NE
0,SSW
0,SE
1.5,SSE
1.7,NNE
0,SW
0,NNE
0,NE
0,SW
4.2,WSW
0,NW
0,NE
0,NNE
0,NNW
2.9,NE
0,N
0,ENE
0,NNE
1.5,NE
1.1,SSE
0,NNW
0,SSE
0,NE
0,ENE
0,N
0,NNE
0,NNE
0,NNW
0,NE
0,NE
0,N
0,NNW
0,N
0,N
1.1,NE
1.5,NNE
0,NE
0,N
0,NE
0,NNE
0,NNE
0,ENE
0,NNE
0,NE
0,N
0,N
0,NNE
0,NNE
0,N
0,NNE
0,NNW
0,N
0,NE
0,N
0,N
0,NE
0,NE
0,NE
0,NE
0,NE
0,NE
2,ENE
0,NE
0,ENE
0,NE
0,NNE
0,NE
0,NNE
0,N
0,N
0,N
0,NNE
0,NNE
0,ENE
0,N
0,NE
0,NE
0,NE
0,NE
3.3,NE
0,NW
0,NE
0,NNE
2.2,NE
3.5,NE
0,NE
0,NNW
0,NE
0,ENE
0,ENE
2.9,NE
0,ENE
0,N
0,NE
0,NE
0,NE
0,NNW
0,E
0,WNW
0,N
0,NNE
0,E
0,NNE
0,N
0,NNW
0,NE
0,NNW
0,NNW
0,ESE
0,SSW
0,SW
2.4,SSW
0,WSW
0,SW
0,W
0,SSW
0,SW
0,SW
0,SW
0,SW
0,SSW
0,E
0,SW
0,WNW
0,S
0,SSW
0,S
0,W
0,SSE
0,SSE
0,SSW
0,SW
0,SSW
0,WSW
0,S
0,NW
0,SW
0,NW
0,W
0,NE
0.4,NE
0,W
0,SW
0,N
0,SSW
0,NNW
0,NNW
0,NNW
1.3,NNW
0,NW
0,N
0,WSW
0,WSW
0,NW
1.3,WSW
0,WSW
0,WSW
0,WSW
0.8,WSW
